compound_id,source_name,formula,ion_mode,charge,exact_mass,formula_score,best_path_score,path_count,mechanism_count,source_fragment_count,generation_types,best_node_id,representative_path,all_node_ids,diagnostic_tag,material_diagnostic_score
ETFE,Ethylene-TFE copolymer,C3H3F3,negative,-1,96.01868458488,0.8260000000000001,0.6060000000000001,8,2,8,fragment;recombination,node_2114,M | break 2 bond(s) | electron_gain,node_2114;node_2118;node_2126;node_2130;node_8482;node_8490;node_8554;node_8558,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C3H5F,positive,1,60.03752832388,0.8260000000000001,0.6060000000000001,8,2,8,fragment;recombination,node_2156,M | break 2 bond(s) | electron_loss,node_2156;node_2168;node_2510;node_2514;node_5114;node_5222;node_5952;node_5960,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C3H5F,negative,-1,60.03752832388,0.8260000000000001,0.6060000000000001,10,2,10,fragment;recombination,node_2157,M | break 2 bond(s) | electron_gain,node_2157;node_2169;node_2511;node_2515;node_5115;node_5223;node_5957;node_5965;node_6069;node_6073,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C4H6F2,positive,1,92.04375651884,0.8260000000000001,0.6060000000000001,25,2,25,fragment;recombination,node_2152,M | break 2 bond(s) | electron_loss,node_2152;node_2160;node_2164;node_2172;node_2176;node_2188;node_2454;node_3498;node_4560;node_4564;node_4884;node_4888;node_5188;node_5200;node_5296;node_5308;node_5836;node_9667;node_9675;node_9707;node_9711;node_9895;node_9903;node_9923;node_9927,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C4H6F2,negative,-1,92.04375651884,0.8260000000000001,0.6060000000000001,18,2,18,fragment;recombination,node_2153,M | break 2 bond(s) | electron_gain,node_2153;node_2161;node_2165;node_2173;node_2177;node_2189;node_2455;node_3499;node_5841;node_6013;node_9668;node_9676;node_9708;node_9712;node_9896;node_9904;node_9924;node_9928,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C3H2F4,positive,1,114.00926271538,0.8200000000000001,0.6000000000000001,38,2,38,fragment_h_shift;recombination,node_2192,M | break 1 bond(s) | h_shift_-1 | electron_loss,node_2192;node_2994;node_3518;node_3916;node_3920;node_4024;node_4028;node_4078;node_4236;node_4240;node_4344;node_4348;node_5168;node_5172;node_5176;node_5180;node_5276;node_5280;node_5284;node_5288;node_7249;node_8401;node_9005;node_9012;node_9064;node_9068;node_9153;node_9160;node_9208;node_9212;node_9334;node_9341;node_9385;node_9389;node_9456;node_9463;node_9503;node_9507,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C4H5F3,positive,1,110.03433464934,0.8200000000000001,0.6000000000000001,32,2,32,fragment_h_shift;recombination,node_2204,M | break 1 bond(s) | h_shift_-1 | electron_loss,node_2204;node_2208;node_2220;node_2224;node_2466;node_2470;node_2474;node_2478;node_2942;node_2946;node_3026;node_3038;node_3822;node_3930;node_4106;node_4118;node_4142;node_4250;node_4486;node_4810;node_5130;node_5238;node_5860;node_5868;node_5880;node_5888;node_7105;node_7113;node_7313;node_7337;node_9232;node_9244,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C2H2F2,negative,-1,64.01245638992,0.806,0.6060000000000001,3,2,3,fragment;recombination,node_2122,M | break 2 bond(s) | electron_gain,node_2122;node_10023;node_10035,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C3H4F2,positive,1,78.02810645438,0.8,0.6000000000000001,3,2,3,fragment_h_shift;recombination,node_2212,M | break 1 bond(s) | h_shift_-1 | electron_loss,node_2212;node_4038;node_5794,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C3H6F2,negative,-1,80.04375651884,0.8,0.6000000000000001,3,2,3,fragment_h_shift;recombination,node_2215,M | break 1 bond(s) | h_shift_+1 | electron_gain,node_2215;node_5799;node_5991,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C2H5,positive,1,29.03912516115,0.7980000000000003,0.6580000000000001,2,2,2,feature_rule;fragment,node_2059,M | universal_hydrocarbon | hydrocarbon_small_fragments | small_hc_C2H5,node_2059;node_2081,generic_hydrocarbon_background,0.0
ETFE,Ethylene-TFE copolymer,C2HF4,negative,-1,101.00143768315,0.7940000000000003,0.6540000000000001,2,2,2,fragment;recombination,node_2086,M | break 1 bond(s) | electron_gain,node_2086;node_7286,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,CHF2,negative,-1,51.00463135769,0.7940000000000003,0.6540000000000001,2,2,2,fragment;fragment_h_shift,node_2102,M | break 1 bond(s) | electron_gain,node_2102;node_2257,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C2H4,negative,-1,28.03130012892,0.792,0.692,2,2,1,fragment;fragment_h_shift,node_2084,M | break 1 bond(s) | deprotonation,node_2084;node_2197,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C2H6,positive,1,30.04695019338,0.792,0.692,2,2,1,fragment;fragment_h_shift,node_2083,M | break 1 bond(s) | protonation,node_2083;node_2198,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,CH2F2,positive,1,52.01245638992,0.792,0.692,2,2,1,fragment;fragment_h_shift,node_2103,M | break 1 bond(s) | protonation,node_2103;node_2218,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C2F5,positive,1,118.99201581365,0.79,0.79,1,1,1,feature_rule,node_2039,M | fluorocarbon_motif | fluorocarbon_fragmentation | diagnostic_C2F5,node_2039,feature_supported_candidate,0.3
ETFE,Ethylene-TFE copolymer,C2F5,negative,-1,118.99201581365,0.79,0.79,1,1,1,feature_rule,node_2048,M | fluorocarbon_motif | fluorocarbon_fragmentation | diagnostic_C2F5,node_2048,feature_supported_candidate,0.3
ETFE,Ethylene-TFE copolymer,C2H2F,positive,1,45.01405322719,0.79,0.79,1,1,1,feature_rule,node_2053,M | fluorocarbon_motif | fluorocarbon_fragmentation | hfc_C2H2F,node_2053,feature_supported_candidate,0.3
ETFE,Ethylene-TFE copolymer,C3F3,positive,1,92.99520948819,0.79,0.79,1,1,1,feature_rule,node_2040,M | fluorocarbon_motif | fluorocarbon_fragmentation | diagnostic_C3F3,node_2040,feature_supported_candidate,0.3
ETFE,Ethylene-TFE copolymer,C3F7,positive,1,168.98882213911,0.79,0.79,1,1,1,feature_rule,node_2042,M | fluorocarbon_motif | fluorocarbon_fragmentation | diagnostic_C3F7,node_2042,feature_supported_candidate,0.3
ETFE,Ethylene-TFE copolymer,C3H3F2,positive,1,77.02028142215,0.79,0.79,1,1,1,feature_rule,node_2057,M | fluorocarbon_motif | fluorocarbon_fragmentation | hfc_C3H3F2,node_2057,feature_supported_candidate,0.3
ETFE,Ethylene-TFE copolymer,CF3,positive,1,68.99520948819,0.79,0.79,1,1,1,feature_rule,node_2036,M | fluorocarbon_motif | fluorocarbon_fragmentation | diagnostic_CF3,node_2036,feature_supported_candidate,0.3
ETFE,Ethylene-TFE copolymer,CF3,negative,-1,68.99520948819,0.79,0.79,1,1,1,feature_rule,node_2045,M | fluorocarbon_motif | fluorocarbon_fragmentation | diagnostic_CF3,node_2045,feature_supported_candidate,0.3
ETFE,Ethylene-TFE copolymer,C4H6F4,positive,1,130.0405628443,0.786,0.5660000000000001,10,2,10,parent;recombination,node_2420,node_0003 + node_0035 | single_dehydrogenative_recombination | protonation,node_2073;node_2420;node_2528;node_2868;node_2976;node_5766;node_5974;node_6951;node_7029;node_7127,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C2H2F3,negative,-1,83.01085955265,0.772,0.552,8,2,8,fragment_h_shift;recombination,node_2251,M | break 2 bond(s) | h_shift_+1 | electron_gain,node_2251;node_2255;node_2261;node_2265;node_7363;node_7370;node_7454;node_7458,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C3H4F,positive,1,59.02970329165,0.772,0.552,4,2,4,fragment_h_shift;recombination,node_2270,M | break 2 bond(s) | h_shift_-1 | electron_loss,node_2270;node_2282;node_5950;node_5958,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C3H6F,negative,-1,61.04535335611,0.772,0.552,6,2,6,fragment_h_shift;recombination,node_2273,M | break 2 bond(s) | h_shift_+1 | electron_gain,node_2273;node_2285;node_5955;node_5963;node_6067;node_6071,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C4H5F2,positive,1,91.03593148661,0.772,0.552,19,2,19,fragment_h_shift;recombination,node_2266,M | break 2 bond(s) | h_shift_-1 | electron_loss,node_2266;node_2274;node_2278;node_2286;node_2290;node_2302;node_4558;node_4562;node_4882;node_4886;node_5186;node_5198;node_5294;node_5306;node_5834;node_9665;node_9673;node_9893;node_9901,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C4H7F2,negative,-1,93.05158155107,0.772,0.552,8,2,8,fragment_h_shift;recombination,node_2269,M | break 2 bond(s) | h_shift_+1 | electron_gain,node_2269;node_2277;node_2281;node_2289;node_2293;node_2305;node_5839;node_6011,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C4H7F3,negative,-1,112.0499847138,0.77,0.6000000000000001,4,1,4,fragment_h_shift,node_2207,M | break 1 bond(s) | h_shift_+1 | electron_gain,node_2207;node_2211;node_2223;node_2227,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C4H5F4,negative,-1,129.03273781207,0.756,0.5359999999999999,10,2,10,parent;recombination,node_5769,node_0033 + node_0036 | h_transfer_recombination | deprotonation,node_2076;node_2419;node_2527;node_2867;node_2975;node_5769;node_5977;node_6954;node_7028;node_7130,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C4H7F4,positive,1,131.04838787653,0.756,0.5359999999999999,5,2,5,parent;recombination,node_5768,node_0033 + node_0036 | h_transfer_recombination | protonation,node_2075;node_5768;node_5976;node_6953;node_7129,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,F,negative,-1,18.99840316273,0.74,0.74,1,1,1,feature_rule,node_2043,M | fluorocarbon_motif | fluorocarbon_fragmentation | diagnostic_F,node_2043,feature_supported_candidate,0.3
ETFE,Ethylene-TFE copolymer,C3H2F6,positive,1,152.00606904084,0.736,0.5660000000000001,5,1,5,recombination,node_2544,node_0004 + node_0043 | single_dehydrogenative_recombination | protonation,node_2544;node_2964;node_6105;node_6181;node_6287,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C4H4F6,positive,1,166.0217191053,0.736,0.5660000000000001,7,1,7,recombination,node_2328,node_0002 + node_0043 | single_dehydrogenative_recombination | protonation,node_2328;node_2956;node_5478;node_5556;node_5674;node_6147;node_6309,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C5H10F2,positive,1,108.07505664776,0.736,0.5660000000000001,4,1,4,recombination,node_2432,node_0003 + node_0041 | single_dehydrogenative_recombination | protonation,node_2432;node_2852;node_5790;node_5986,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C5H6F6,positive,1,180.03736916976,0.736,0.5660000000000001,6,1,6,recombination,node_2540,node_0004 + node_0041 | single_dehydrogenative_recombination | protonation,node_2540;node_2856;node_5520;node_5696;node_6098;node_6283,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C5H7F5,positive,1,162.04679103926,0.736,0.5660000000000001,32,1,32,recombination,node_2652,node_0005 + node_0043 | single_dehydrogenative_recombination | protonation,node_2652;node_2760;node_2968;node_2972;node_2980;node_2984;node_3088;node_3196;node_6211;node_6235;node_6341;node_6353;node_6395;node_6473;node_6579;node_6679;node_6757;node_6859;node_7017;node_7025;node_7037;node_7045;node_7161;node_7165;node_7169;node_7173;node_7219;node_7227;node_7381;node_7385;node_7531;node_7767,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C5H8F4,positive,1,144.05621290876,0.736,0.5660000000000001,34,1,34,recombination,node_2308,node_0002 + node_0033 | single_dehydrogenative_recombination | protonation,node_2308;node_2416;node_5438;node_5654;node_6553;node_6561;node_6657;node_6661;node_6837;node_6845;node_6937;node_6941;node_6993;node_7149;node_7309;node_7325;node_7333;node_7349;node_7357;node_7379;node_7427;node_7435;node_7439;node_7447;node_7451;node_7463;node_7611;node_7619;node_7699;node_7703;node_7847;node_7855;node_7931;node_7935,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C6H11F3,positive,1,140.08128484272,0.736,0.5660000000000001,20,1,20,recombination,node_2424,node_0003 + node_0037 | single_dehydrogenative_recombination | protonation,node_2424;node_2428;node_2440;node_2444;node_2636;node_2744;node_3068;node_3176;node_5774;node_5782;node_5806;node_5814;node_5978;node_5982;node_5994;node_5998;node_7061;node_7085;node_7181;node_7193,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C6H8F6,positive,1,194.05301923422,0.736,0.5660000000000001,48,1,48,recombination,node_2324,node_0002 + node_0041 | single_dehydrogenative_recombination | protonation,node_2324;node_2848;node_5470;node_5670;node_6203;node_6219;node_6227;node_6243;node_6251;node_6273;node_6337;node_6345;node_6349;node_6357;node_6361;node_6373;node_6461;node_6469;node_6481;node_6489;node_6613;node_6617;node_6621;node_6625;node_6745;node_6753;node_6765;node_6773;node_6893;node_6897;node_6901;node_6905;node_7519;node_7527;node_7539;node_7547;node_7655;node_7659;node_7663;node_7667;node_7755;node_7763;node_7775;node_7783;node_7887;node_7891;node_7895;node_7899,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C7H11F5,positive,1,190.07809116818,0.736,0.5660000000000001,16,1,16,recombination,node_2648,node_0005 + node_0041 | single_dehydrogenative_recombination | protonation,node_2648;node_2756;node_2860;node_2864;node_2872;node_2876;node_3084;node_3192;node_6387;node_6575;node_6671;node_6855;node_6959;node_6967;node_7131;node_7135,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C3H4F3,negative,-1,97.02650961711,0.722,0.552,4,1,4,fragment_h_shift,node_2231,M | break 2 bond(s) | h_shift_+1 | electron_gain,node_2231;node_2235;node_2243;node_2247,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C4H6F4,negative,-1,130.0405628443,0.718,0.498,5,2,5,parent;recombination,node_5767,node_0033 + node_0036 | h_transfer_recombination | electron_gain,node_2074;node_5767;node_5975;node_6952;node_7128,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C3HF6,positive,1,150.99824400861,0.706,0.5359999999999999,5,1,5,recombination,node_6104,node_0035 + node_0043 | dehydrogenative_coupling | protonation,node_2542;node_2962;node_4044;node_6104;node_6179,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C3HF6,negative,-1,150.99824400861,0.706,0.5359999999999999,5,1,5,recombination,node_6108,node_0035 + node_0044 | h_transfer_recombination | deprotonation,node_2543;node_2963;node_6108;node_6180;node_6290,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C4H3F6,positive,1,165.01389407307,0.706,0.5359999999999999,21,1,21,recombination,node_5476,node_0031 + node_0043 | dehydrogenative_coupling | protonation,node_2326;node_2564;node_2954;node_3504;node_4036;node_5476;node_5554;node_6145;node_6307;node_8926;node_8937;node_8944;node_9026;node_9030;node_9034;node_9085;node_9092;node_9174;node_9178;node_9273;node_9355,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C4H3F6,negative,-1,165.01389407307,0.706,0.5359999999999999,7,1,7,recombination,node_5481,node_0031 + node_0044 | h_transfer_recombination | deprotonation,node_2327;node_2955;node_5481;node_5555;node_5677;node_6146;node_6308,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C4H5F4,positive,1,129.03273781207,0.706,0.5359999999999999,24,1,24,recombination,node_5764,node_0033 + node_0035 | dehydrogenative_coupling | protonation,node_2418;node_2526;node_2866;node_2974;node_4055;node_5764;node_6949;node_7027;node_8071;node_8079;node_8151;node_8155;node_8283;node_8291;node_8359;node_8363;node_8671;node_8679;node_8739;node_8743;node_8847;node_8855;node_8911;node_8915,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C5H5F6,positive,1,179.02954413753,0.706,0.5359999999999999,39,1,39,recombination,node_6096,node_0035 + node_0041 | dehydrogenative_coupling | protonation,node_2348;node_2538;node_2854;node_3496;node_5518;node_5694;node_6096;node_7979;node_7987;node_7999;node_8007;node_8107;node_8111;node_8115;node_8119;node_8191;node_8199;node_8211;node_8219;node_8315;node_8319;node_8323;node_8327;node_8579;node_8587;node_8599;node_8607;node_8695;node_8699;node_8703;node_8707;node_8755;node_8763;node_8775;node_8783;node_8867;node_8871;node_8875;node_8879,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C5H5F6,negative,-1,179.02954413753,0.706,0.5359999999999999,6,1,6,recombination,node_6101,node_0035 + node_0042 | h_transfer_recombination | deprotonation,node_2539;node_2855;node_5519;node_5695;node_6101;node_6286,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C5H6F5,positive,1,161.03896600703,0.706,0.5359999999999999,52,1,52,recombination,node_6393,node_0037 + node_0043 | dehydrogenative_coupling | protonation,node_2596;node_2608;node_2650;node_2758;node_2900;node_2904;node_2908;node_2912;node_2966;node_2970;node_2978;node_2982;node_3086;node_3194;node_3840;node_3948;node_4047;node_4051;node_4062;node_4066;node_4160;node_4268;node_4472;node_4796;node_6209;node_6233;node_6339;node_6351;node_6393;node_6471;node_6677;node_6755;node_7015;node_7023;node_7035;node_7043;node_7159;node_7163;node_7167;node_7171;node_7217;node_7225;node_7529;node_7765;node_7955;node_8095;node_8167;node_8303;node_8375;node_8383;node_8503;node_8507,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C5H6F5,negative,-1,161.03896600703,0.706,0.5359999999999999,32,1,32,recombination,node_6398,node_0037 + node_0044 | h_transfer_recombination | deprotonation,node_2651;node_2759;node_2967;node_2971;node_2979;node_2983;node_3087;node_3195;node_6210;node_6234;node_6340;node_6352;node_6398;node_6472;node_6582;node_6682;node_6756;node_6862;node_7016;node_7024;node_7036;node_7044;node_7160;node_7164;node_7168;node_7172;node_7222;node_7230;node_7384;node_7388;node_7530;node_7766,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C5H7F4,positive,1,143.04838787653,0.706,0.5359999999999999,85,1,85,recombination,node_5436,node_0031 + node_0033 | dehydrogenative_coupling | protonation,node_2306;node_2414;node_2728;node_2732;node_2836;node_2840;node_2888;node_3024;node_3032;node_3036;node_3044;node_3048;node_3060;node_3160;node_3164;node_3268;node_3272;node_3516;node_4380;node_4596;node_4704;node_4920;node_5028;node_5124;node_5128;node_5140;node_5144;node_5232;node_5236;node_5248;node_5252;node_5352;node_5436;node_6551;node_6559;node_6655;node_6659;node_6835;node_6843;node_6935;node_6939;node_6991;node_7147;node_7307;node_7323;node_7331;node_7347;node_7355;node_7377;node_7425;node_7433;node_7437;node_7445;node_7449;node_7461;node_7609;node_7617;node_7697;node_7701;node_7845;node_7853;node_7929;node_7933;node_8960;node_8984;node_9042;node_9054;node_9108;node_9132;node_9186;node_9198;node_9230;node_9238;node_9242;node_9250;node_9254;node_9266;node_9289;node_9313;node_9363;node_9375;node_9411;node_9435;node_9481;node_9493,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C5H7F4,negative,-1,143.04838787653,0.706,0.5359999999999999,34,1,34,recombination,node_5441,node_0031 + node_0034 | h_transfer_recombination | deprotonation,node_2307;node_2415;node_5441;node_5657;node_6552;node_6560;node_6656;node_6660;node_6836;node_6844;node_6936;node_6940;node_6992;node_7148;node_7308;node_7324;node_7332;node_7348;node_7356;node_7378;node_7426;node_7434;node_7438;node_7446;node_7450;node_7462;node_7610;node_7618;node_7698;node_7702;node_7846;node_7854;node_7930;node_7934,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C5H8F5,positive,1,163.05461607149,0.706,0.5359999999999999,8,1,8,recombination,node_6397,node_0037 + node_0044 | h_transfer_recombination | protonation,node_6397;node_6581;node_6681;node_6861;node_7221;node_7229;node_7383;node_7387,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C5H9F2,negative,-1,107.06723161553,0.706,0.5359999999999999,4,1,4,recombination,node_5793,node_0033 + node_0042 | h_transfer_recombination | deprotonation,node_2431;node_2851;node_5793;node_5989,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C6H10F3,positive,1,139.07345981049,0.706,0.5359999999999999,20,1,20,recombination,node_5772,node_0033 + node_0037 | dehydrogenative_coupling | protonation,node_2422;node_2426;node_2438;node_2442;node_2634;node_2742;node_2920;node_2932;node_3066;node_3174;node_4484;node_4808;node_5772;node_5780;node_5804;node_5812;node_7059;node_7083;node_7179;node_7191,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C6H10F3,negative,-1,139.07345981049,0.706,0.5359999999999999,20,1,20,recombination,node_5777,node_0033 + node_0038 | h_transfer_recombination | deprotonation,node_2423;node_2427;node_2439;node_2443;node_2635;node_2743;node_3067;node_3175;node_5777;node_5785;node_5809;node_5817;node_5981;node_5985;node_5997;node_6001;node_7060;node_7084;node_7180;node_7192,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C6H12F3,positive,1,141.08910987495,0.706,0.5359999999999999,8,1,8,recombination,node_5776,node_0033 + node_0038 | h_transfer_recombination | protonation,node_5776;node_5784;node_5808;node_5816;node_5980;node_5984;node_5996;node_6000,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C6H7F6,positive,1,193.04519420199,0.706,0.5359999999999999,103,1,103,recombination,node_5468,node_0031 + node_0041 | dehydrogenative_coupling | protonation,node_2322;node_2592;node_2600;node_2604;node_2612;node_2616;node_2628;node_2684;node_2688;node_2692;node_2696;node_2792;node_2796;node_2800;node_2804;node_2846;node_3116;node_3120;node_3124;node_3128;node_3224;node_3228;node_3232;node_3236;node_3832;node_3836;node_3848;node_3852;node_3940;node_3944;node_3956;node_3960;node_4152;node_4156;node_4168;node_4172;node_4260;node_4264;node_4276;node_4280;node_4364;node_4580;node_4688;node_4904;node_5012;node_5336;node_5468;node_6201;node_6217;node_6225;node_6241;node_6249;node_6271;node_6335;node_6343;node_6347;node_6355;node_6359;node_6371;node_6459;node_6467;node_6479;node_6487;node_6611;node_6615;node_6619;node_6623;node_6743;node_6751;node_6763;node_6771;node_6891;node_6895;node_6899;node_6903;node_7517;node_7525;node_7537;node_7545;node_7653;node_7657;node_7661;node_7665;node_7753;node_7761;node_7773;node_7781;node_7885;node_7889;node_7893;node_7897;node_7947;node_7963;node_7971;node_8091;node_8099;node_8103;node_8175;node_8183;node_8307;node_8311;node_8571;node_8691,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C6H7F6,negative,-1,193.04519420199,0.706,0.5359999999999999,48,1,48,recombination,node_5473,node_0031 + node_0042 | h_transfer_recombination | deprotonation,node_2323;node_2847;node_5473;node_5673;node_6202;node_6218;node_6226;node_6242;node_6250;node_6272;node_6336;node_6344;node_6348;node_6356;node_6360;node_6372;node_6460;node_6468;node_6480;node_6488;node_6612;node_6616;node_6620;node_6624;node_6744;node_6752;node_6764;node_6772;node_6892;node_6896;node_6900;node_6904;node_7518;node_7526;node_7538;node_7546;node_7654;node_7658;node_7662;node_7666;node_7754;node_7762;node_7774;node_7782;node_7886;node_7890;node_7894;node_7898,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C7H10F5,positive,1,189.07026613595,0.706,0.5359999999999999,60,1,60,recombination,node_6385,node_0037 + node_0041 | dehydrogenative_coupling | protonation,node_2646;node_2754;node_2858;node_2862;node_2870;node_2874;node_3082;node_3190;node_6385;node_6669;node_6957;node_6965;node_8015;node_8031;node_8039;node_8055;node_8063;node_8087;node_8123;node_8131;node_8135;node_8143;node_8147;node_8159;node_8227;node_8243;node_8251;node_8267;node_8275;node_8299;node_8331;node_8339;node_8343;node_8351;node_8355;node_8367;node_8615;node_8631;node_8639;node_8655;node_8663;node_8687;node_8711;node_8719;node_8723;node_8731;node_8735;node_8747;node_8791;node_8807;node_8815;node_8831;node_8839;node_8863;node_8883;node_8891;node_8895;node_8903;node_8907;node_8919,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C7H10F5,negative,-1,189.07026613595,0.706,0.5359999999999999,16,1,16,recombination,node_6390,node_0037 + node_0042 | h_transfer_recombination | deprotonation,node_2647;node_2755;node_2859;node_2863;node_2871;node_2875;node_3083;node_3191;node_6390;node_6578;node_6674;node_6858;node_6962;node_6970;node_7134;node_7138,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C7H12F5,positive,1,191.08591620041,0.706,0.5359999999999999,8,1,8,recombination,node_6389,node_0037 + node_0042 | h_transfer_recombination | protonation,node_6389;node_6577;node_6673;node_6857;node_6961;node_6969;node_7133;node_7137,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,CHF,positive,1,32.00622819496,0.6960000000000002,0.6060000000000001,2,1,2,fragment,node_2180,M | break 2 bond(s) | electron_loss,node_2180;node_2184,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,CHF,negative,-1,32.00622819496,0.6960000000000002,0.6060000000000001,2,1,2,fragment,node_2181,M | break 2 bond(s) | electron_gain,node_2181;node_2185,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C3H2F5,positive,1,133.00766587811,0.688,0.518,28,1,28,recombination,node_2620,node_0004 + node_0082 | single_dehydrogenative_recombination | protonation,node_2620;node_2624;node_3008;node_3012;node_3016;node_3020;node_3844;node_3952;node_4164;node_4272;node_5120;node_5228;node_6256;node_6263;node_6363;node_6367;node_7274;node_7281;node_7292;node_7299;node_7409;node_7413;node_7417;node_7421;node_8930;node_9078;node_9222;node_9226,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C4H2F7,positive,1,183.00447220357,0.688,0.518,16,1,16,recombination,node_2576,node_0004 + node_0059 | single_dehydrogenative_recombination | protonation,node_2576;node_2580;node_2584;node_2588;node_3828;node_3936;node_4148;node_4256;node_6168;node_6175;node_6186;node_6193;node_6319;node_6323;node_6327;node_6331,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C4H4F5,positive,1,147.02331594257,0.688,0.518,36,1,36,recombination,node_2404,node_0002 + node_0082 | single_dehydrogenative_recombination | protonation,node_2404;node_2408;node_2988;node_2992;node_3000;node_3004;node_3304;node_3412;node_3628;node_3736;node_5112;node_5220;node_5634;node_5642;node_5750;node_5754;node_7235;node_7243;node_7259;node_7267;node_7389;node_7393;node_7401;node_7405;node_7991;node_8203;node_8391;node_8399;node_8411;node_8419;node_8511;node_8515;node_8519;node_8523;node_8591;node_8767,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C5H10F,positive,1,89.07665348503,0.688,0.518,8,1,8,recombination,node_2488,node_0003 + node_0070 | single_dehydrogenative_recombination | protonation,node_2488;node_2500;node_4468;node_4792;node_5906;node_5930;node_6042;node_6054,structural_candidate_only,0.1
ETFE,Ethylene-TFE copolymer,C5H4F7,positive,1,197.02012226803,0.688,0.518,32,1,32,recombination,node_2360,node_0002 + node_0059 | single_dehydrogenative_recombination | protonation,node_2360;node_2364;node_2368;node_2372;node_2556;node_2560;node_2568;node_2572;node_3288;node_3396;node_3612;node_3720;node_3820;node_3928;node_4140;node_4248;node_5542;node_5550;node_5562;node_5570;node_5706;node_5710;node_5714;node_5718;node_6129;node_6137;node_6153;node_6161;node_6299;node_6303;node_6311;node_6315,structural_candidate_only,0.1
